transaction_id,customer_id,transaction_date,transaction_amount,debit_credit_indicator,transaction_type,channel,transaction_narrative,beneficiary_name,beneficiary_bank
TX029,CUST005,16-01-2024,16.99902809,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15800.0127,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9799.994237,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5499.995482,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18500.01976,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2800.004313,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,74999.99808,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8899.979503,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6199.994316,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,450.0156772,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11199.99908,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5899.990822,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,32000.00701,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1599.993129,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9499.990622,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4100.002489,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,15.9979811,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,20.99803061,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,27999.98453,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7199.99121,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2800.003544,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,18.00522225,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6799.986953,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11500.00026,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4200.007956,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,20999.99313,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3100.022118,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2399.995937,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.00546,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5600.01009,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,520.0035144,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8899.983501,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7200.000493,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28499.99941,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3099.997514,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12399.98866,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4799.993099,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,44999.98897,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,949.9799508,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13199.99479,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19499.98153,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11499.98734,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,38000,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,18000.0061,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,119999.9889,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,95000.00104,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,134999.9956,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,104999.9954,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,145000.022,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6100.000644,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2199.996377,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3599.993904,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5799.998437,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12499.99118,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,850.003919,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3200.012139,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2100.005941,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,450.0060935,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8499.996502,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6099.999633,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,15000.00587,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,18.00916206,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,15.02288209,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,22.02335102,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,19.00113558,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1800.015058,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9199.992332,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4499.997662,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,599.9918202,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.01575,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6200.013513,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,25000.00766,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2099.998892,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10500.01258,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3199.991565,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4500.017511,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3799.989332,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,12000.00825,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,899.9958701,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,19.00904111,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,16.98318419,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15800.01715,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9800.011182,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5500.01837,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18500.00164,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2800.004077,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,74999.99328,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8899.995595,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6199.999273,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,450.0031218,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11199.99984,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5899.999194,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,32000.00784,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1599.995771,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9499.993001,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4099.994108,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,15.98777641,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,20.99349638,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,28000.00532,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7200.004046,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2800.004741,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,17.99691891,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6800.002911,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11500.00713,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4200.00292,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,21000.0142,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3100.00877,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2399.999457,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.01263,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5599.992341,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,520.0002414,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8900.004475,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7200.003917,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28500.01312,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3100.007084,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12400.00179,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4800.002983,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,45000.00538,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,949.9931286,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13199.99225,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19499.98192,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11500.00293,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,38000.01884,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,18000.00886,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,119999.9965,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,94999.99529,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,134999.9841,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,105000.0036,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,144999.9959,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6100.005953,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2200.011657,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3600.005134,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5799.973692,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12500.00096,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,849.9950359,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3199.993504,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2099.992642,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,450.0024492,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8500.010507,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6100.022231,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,14999.99182,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,18.00305797,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,14.98897004,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,21.9907774,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,19.00515028,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1799.991815,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9199.999192,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4500.013665,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,599.9841194,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.002043,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6199.991541,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,24999.98851,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2099.994215,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10499.99924,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3200.007891,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4499.987105,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3799.986362,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,12000.01514,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,900.0086738,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,19.02163384,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,16.99435961,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15799.99733,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9799.999782,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5500.006511,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18499.98771,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2800.017053,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,74999.99541,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8900.010031,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6200.002166,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,449.9997375,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11200.00054,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5900.004597,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,32000.00457,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1599.997295,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9500.001478,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4100.008784,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,15.99906858,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,20.99179323,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,28000.02435,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7200.002195,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2800.000224,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,17.99880267,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6800.003749,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11500.0034,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4200.004161,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,21000.01273,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3099.991405,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2399.971893,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.00889,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5599.994201,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,520.0044776,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8900.009867,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7199.996941,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28500.00325,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3100.003518,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12399.98659,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4800.005937,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,45000.00327,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,949.9965943,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13200.00547,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19500.00135,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11500.00119,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,37999.99862,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,17999.99311,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,120000.0029,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,94999.99398,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,135000.0089,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,104999.9987,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,144999.9983,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6100.010691,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2200.029338,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3599.984194,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5800.008701,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12499.99688,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,850.0034849,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3199.993865,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2100.034391,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,449.9802823,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8500.0008,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6099.992584,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,15000.01223,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,17.98451686,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,15.00717322,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,22.01644099,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,19.01171599,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1800.020458,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9200.001329,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4500.008323,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,599.9691012,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.016464,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6199.999012,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,25000.02114,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2100.013249,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10499.99408,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3200.013752,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4499.994991,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3800.012056,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,11999.99156,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,899.9892208,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,18.99408925,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,17.00385398,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15799.99794,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9800.014399,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5499.998948,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18500.00399,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2799.997865,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,75000.00338,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
